event-id,visible,timestamp,location-long,location-lat,gps:hdop,height-above-ellipsoid,lotek:eres,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
33444752963,true,2020-09-17 22:00:09.000,101.74705,37.01528,1.2,2559.07,2.1,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752964,true,2020-09-20 22:00:04.000,101.74715,37.01548,7.3,2552.6,1.4,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752965,true,2020-09-23 22:00:04.000,101.74714,37.01528,1.4,2548.66,0.8,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752966,true,2020-09-26 22:00:06.000,101.74713,37.01529,1.2,2552.73,0.9,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752967,true,2020-09-29 22:00:04.000,101.74717,37.01525,1.9,2557.57,0.8,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752968,true,2020-10-02 22:00:07.000,101.74713,37.01513,1.3,2556.16,0.9,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752969,true,2020-10-05 22:00:08.000,101.74715,37.01498,1.7,2550.45,4.4,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752970,true,2020-10-08 22:00:04.000,101.74716,37.01529,2.2,2551.82,1.2,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752971,true,2020-10-11 22:00:06.000,101.74715,37.01537,2.8,2572.17,2.0,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752972,true,2020-10-14 22:00:05.000,101.74765,37.01515,6.4,2572.21,0.5,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752973,true,2020-10-17 22:00:11.000,101.747,37.01533,1.4,2556.63,2.3,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752974,true,2020-10-20 22:00:05.000,103.58432,35.44236,1.5,2081.19,1.1,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752975,true,2020-10-25 23:00:04.000,107.00437,34.61695,5.9,865.38,1.7,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752976,true,2020-10-30 23:00:07.000,107.00487,34.61708,1.4,858.69,2.9,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752977,true,2020-11-04 23:00:10.000,109.16547,30.93574,4.8,702.53,1.9,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752978,true,2020-11-09 23:00:10.000,110.79311,26.86279,1.6,638.68,1.5,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752979,true,2020-11-14 23:00:11.000,110.79315,26.86312,2.0,638.68,0.0,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752980,true,2020-12-14 23:00:06.000,100.25642,15.76571,2.3,-0.06,0.7,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752981,true,2021-01-12 23:00:05.000,100.26072,15.79421,1.5,-9.36,0.4,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752982,true,2021-02-10 23:00:11.000,100.26078,15.79423,2.8,-9.36,0.2,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752983,true,2021-03-11 23:00:04.000,100.2606,15.79436,3.1,-8.69,0.3,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752984,true,2021-03-25 23:00:10.000,100.2607,15.7944,1.9,-9.63,0.3,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752985,true,2021-04-01 23:00:07.000,100.26067,15.79427,1.9,-6.61,1.5,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752986,true,2021-04-05 23:00:10.000,100.26073,15.7942,1.2,-5.84,1.1,"gps","Luscinia calliope","49999","49999","Siberian rubythroat tracking from Qinghai, China"
33444752987,true,2020-08-15 22:00:07.000,101.73295,37.0513,1.8,2802.41,1.0,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752988,true,2020-08-20 22:00:11.000,103.95466,35.37069,6.0,2170.07,0.5,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752989,true,2020-08-25 22:00:08.000,103.95425,35.37053,2.1,2170.96,0.8,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752990,true,2020-08-30 22:00:04.000,103.95446,35.37046,1.7,2188.22,0.8,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752991,true,2020-09-04 22:00:04.000,103.95453,35.37049,1.7,2178.55,0.9,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752992,true,2020-09-09 22:00:04.000,103.95448,35.37043,3.5,2179.67,0.6,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752993,true,2020-09-14 22:00:05.000,103.95445,35.37051,1.6,2178.88,1.9,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752994,true,2020-09-17 22:00:09.000,103.9545,35.3705,1.2,2188.07,2.6,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752995,true,2020-09-20 22:00:04.000,103.95445,35.37044,1.5,2190.19,4.0,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752996,true,2020-09-23 22:00:09.000,103.95456,35.37063,2.2,2191.1,0.4,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752997,true,2020-09-26 22:00:06.000,103.95453,35.37049,2.5,2191.65,1.6,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752998,true,2020-09-29 22:00:06.000,103.95447,35.37051,2.0,2207.25,1.3,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444752999,true,2020-10-02 22:00:06.000,103.95434,35.37052,1.9,2177.16,0.6,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753000,true,2020-10-05 22:00:07.000,103.95451,35.37045,1.8,2188.81,0.8,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753001,true,2020-10-08 22:00:06.000,103.9543,35.37044,2.5,2188.73,1.8,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753002,true,2020-10-11 22:00:05.000,104.22678,35.12892,2.4,2167.27,0.9,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753003,true,2020-10-14 22:00:05.000,104.44349,35.01124,3.3,2727.93,1.2,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753004,true,2020-10-17 22:00:06.000,105.38975,34.59317,1.4,1690.68,0.8,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753005,true,2020-10-20 22:00:08.000,109.79509,32.28664,2.4,515.94,0.5,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753006,true,2020-10-25 23:00:09.000,109.91572,32.32517,5.4,448.14,2.1,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753007,true,2020-10-30 23:00:11.000,109.9154,32.32488,2.5,448.14,0.2,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753008,true,2020-11-04 23:00:11.000,111.9365,28.2026,1.8,520.18,2.2,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753009,true,2020-11-09 23:00:11.000,110.87507,27.8976,2.3,531.24,1.5,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753010,true,2020-11-14 23:00:05.000,110.87523,27.89725,1.6,465.61,0.8,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753011,true,2020-12-14 23:00:08.000,110.48439,27.40307,4.3,560.22,1.0,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753012,true,2021-01-12 23:00:04.000,100.75732,14.26808,1.9,-27.1,1.4,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753013,true,2021-02-10 23:00:05.000,100.75729,14.26791,2.5,-26.58,1.8,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753014,true,2021-03-11 23:00:06.000,100.7581,14.26776,1.6,-26.67,0.4,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753015,true,2021-03-25 23:00:07.000,,,,,,"gps","Luscinia calliope","50002","50002","Siberian rubythroat tracking from Qinghai, China"
33444753016,true,2020-08-15 22:00:04.000,101.9772,36.763,1.2,2619.19,0.8,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753017,true,2020-08-20 22:00:11.000,101.97843,36.76486,1.5,2586.08,0.8,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753018,true,2020-08-25 22:00:06.000,101.97841,36.76488,1.8,2589.98,1.0,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753019,true,2020-08-30 22:00:09.000,101.97844,36.76481,1.6,2590.09,0.3,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753020,true,2020-09-04 22:00:10.000,101.9785,36.76489,2.4,2605.73,0.5,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753021,true,2020-09-09 22:00:06.000,101.97843,36.76499,1.3,2591.09,3.4,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753022,true,2020-09-14 22:00:04.000,101.97839,36.76498,1.4,2591.14,1.4,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753023,true,2020-09-17 22:00:07.000,101.97842,36.76502,1.1,2594.89,1.5,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753024,true,2020-09-20 22:00:05.000,101.9785,36.76488,1.1,2599.67,1.7,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753025,true,2020-09-23 22:00:06.000,101.97838,36.76496,0.9,2585.26,1.7,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753026,true,2020-09-26 22:00:05.000,101.97852,36.7651,4.7,2602.87,2.5,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753027,true,2020-09-29 22:00:04.000,101.97838,36.7649,1.6,2592.71,1.7,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753028,true,2020-10-02 22:00:07.000,101.97844,36.76473,1.7,2592.36,2.5,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753029,true,2020-10-05 22:00:05.000,101.97861,36.76473,2.2,2582.72,2.3,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753030,true,2020-10-08 22:00:06.000,101.97852,36.76494,1.6,2598.03,3.1,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753031,true,2020-10-11 22:00:05.000,101.97848,36.76473,2.7,2595.8,1.2,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753032,true,2020-10-14 22:00:06.000,101.97852,36.76473,1.4,2585.75,2.2,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753033,true,2020-10-17 22:00:04.000,103.48449,35.60406,4.4,2220.71,1.2,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753034,true,2020-10-20 22:00:08.000,104.42563,34.99761,3.7,2311.85,5.2,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753035,true,2020-10-25 23:00:05.000,104.42611,34.99701,2.9,2026.91,2.2,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753036,true,2020-10-30 23:00:06.000,111.24051,32.77044,3.0,332.08,1.8,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753037,true,2020-11-04 23:00:04.000,113.03963,29.9746,1.9,33.87,1.9,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753038,true,2020-11-09 23:00:09.000,111.09716,27.98621,1.4,208.1,1.4,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753039,true,2020-11-14 23:00:10.000,111.09563,27.98369,5.6,208.11,0.0,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753040,true,2020-12-14 23:00:04.000,102.51231,16.81786,1.3,155.2,0.9,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753041,true,2021-01-12 23:00:08.000,100.36889,14.54132,1.2,-14.74,2.8,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753042,true,2021-02-10 23:00:11.000,100.36126,14.63695,1.2,-16.5,1.8,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753043,true,2021-03-11 23:00:04.000,100.3613,14.63719,1.6,-17.74,0.6,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753044,true,2021-03-25 23:00:08.000,100.36175,14.63764,1.4,-22.57,0.8,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753045,true,2021-04-01 23:00:05.000,100.36189,14.63818,1.7,-27.89,0.5,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753046,true,2021-04-05 23:00:04.000,100.36193,14.63821,1.0,-18.69,1.0,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753047,true,2021-04-10 23:00:07.000,100.34951,18.29957,1.4,244.97,0.6,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753048,true,2021-04-15 23:00:11.000,102.83013,23.54277,3.8,10000.0,0.0,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753049,true,2021-04-20 23:00:04.000,105.00742,28.87664,1.7,282.74,1.8,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753050,true,2021-04-25 23:00:11.000,105.05797,32.93203,1.7,1137.11,0.6,"gps","Luscinia calliope","50005","50005","Siberian rubythroat tracking from Qinghai, China"
33444753051,true,2020-08-15 22:00:08.000,101.74169,37.02322,1.9,2570.51,1.7,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753052,true,2020-08-20 22:00:14.000,101.74215,37.02319,22.4,2570.51,0.1,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753053,true,2020-08-25 22:00:11.000,101.74177,37.023,3.0,2570.51,0.3,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753054,true,2020-08-30 22:00:09.000,101.74171,37.02312,1.7,2566.79,2.5,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753055,true,2020-09-04 22:00:08.000,101.74176,37.02319,1.2,2566.3,1.4,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753056,true,2020-09-09 22:00:08.000,101.74174,37.02323,1.1,2566.35,3.0,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753057,true,2020-09-14 22:00:08.000,101.74177,37.02317,3.7,2572.89,0.8,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753058,true,2020-09-17 22:00:05.000,101.74168,37.0231,6.5,2582.23,1.3,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753059,true,2020-09-20 22:00:11.000,101.74082,37.01885,2.9,2582.25,0.1,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753060,true,2020-09-23 22:00:06.000,101.74202,37.0244,1.2,2575.76,1.0,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753061,true,2020-09-26 22:00:04.000,101.74195,37.0244,2.6,2574.94,0.6,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753062,true,2020-09-29 22:00:07.000,101.74201,37.02437,2.4,2576.49,0.6,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753063,true,2020-10-02 22:00:08.000,101.74202,37.02439,1.4,2575.65,1.9,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753064,true,2020-10-05 22:00:04.000,102.59648,36.35302,1.8,2039.85,2.4,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753065,true,2020-10-08 22:00:11.000,107.91296,32.49661,3.0,977.79,1.4,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753066,true,2020-10-11 22:00:08.000,107.92408,32.49423,38.7,977.88,0.1,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753067,true,2020-10-14 22:00:11.000,,,,,,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753068,true,2020-10-17 22:00:11.000,109.41123,32.87272,5.5,505.42,2.7,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753069,true,2020-10-20 22:00:07.000,111.79403,31.05299,2.6,143.95,1.7,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753070,true,2020-10-25 23:00:11.000,112.28181,28.41644,2.0,65.58,4.3,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753071,true,2020-10-30 23:00:05.000,112.28182,28.41651,2.1,64.88,0.8,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753072,true,2020-11-04 23:00:07.000,108.66476,24.4195,1.7,187.35,2.6,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753073,true,2020-11-09 23:00:10.000,108.66472,24.41942,2.1,187.35,0.2,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753074,true,2020-11-14 23:00:10.000,108.66477,24.41942,2.2,163.84,0.9,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753075,true,2020-12-14 23:00:04.000,99.83282,14.2862,1.2,-14.6,1.4,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753076,true,2021-01-12 23:00:09.000,99.98117,14.05894,1.2,-30.52,0.8,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753077,true,2021-02-10 23:00:04.000,99.98044,14.05745,1.4,-30.32,0.3,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753078,true,2021-03-11 23:00:04.000,99.9805,14.05767,1.2,-24.19,0.6,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753079,true,2021-03-25 23:00:09.000,99.98025,14.05715,1.3,-24.71,0.6,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753080,true,2021-04-01 23:00:08.000,99.98021,14.05718,1.1,-25.83,1.3,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753081,true,2021-04-05 23:00:04.000,99.98021,14.05715,1.2,-27.99,0.4,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753082,true,2021-04-10 23:00:05.000,99.98023,14.05714,1.2,-26.21,1.7,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753083,true,2021-04-15 23:00:08.000,,,,,,"gps","Luscinia calliope","50008","50008","Siberian rubythroat tracking from Qinghai, China"
33444753084,true,2020-08-15 22:00:11.000,101.7274,37.04463,2.7,2610.0,1.0,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753085,true,2020-08-20 22:00:11.000,101.72753,37.04473,1.9,2630.78,1.4,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753086,true,2020-08-25 22:00:04.000,101.72753,37.04468,1.6,2630.66,0.2,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753087,true,2020-08-30 22:00:11.000,101.7275,37.04485,37.5,2630.66,0.2,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753088,true,2020-09-04 22:00:08.000,101.72746,37.04471,2.2,2630.36,1.9,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753089,true,2020-09-09 22:00:08.000,101.72743,37.04465,1.2,2618.68,1.3,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753090,true,2020-09-14 22:00:09.000,101.72742,37.04466,2.0,2620.17,1.9,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753091,true,2020-09-17 22:00:11.000,101.72747,37.04469,1.1,2622.57,1.7,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753092,true,2020-09-20 22:00:05.000,101.72751,37.04468,1.2,2627.5,1.4,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753093,true,2020-09-23 22:00:04.000,101.72745,37.04476,2.2,2628.52,1.3,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753094,true,2020-09-26 22:00:11.000,101.72744,37.04471,2.5,2637.49,1.3,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753095,true,2020-09-29 22:00:07.000,101.7275,37.0448,3.2,2637.95,1.6,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753096,true,2020-10-02 22:00:11.000,101.72827,37.04332,1.5,2611.29,2.6,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753097,true,2020-10-05 22:00:04.000,101.72668,37.042,2.0,2613.7,0.7,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753098,true,2020-10-08 22:00:06.000,101.88324,36.89495,1.7,2614.75,3.2,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753099,true,2020-10-11 22:00:06.000,103.98627,35.91957,2.5,1972.3,0.9,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753100,true,2020-10-14 22:00:08.000,104.71738,34.9758,7.5,1795.38,1.6,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753101,true,2020-10-17 22:00:10.000,105.80791,34.48841,3.2,1776.13,5.4,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753102,true,2020-10-20 22:00:11.000,105.80953,34.48484,2.6,1776.15,0.1,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753103,true,2020-10-25 23:00:11.000,111.82769,27.50423,1.4,648.12,1.2,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753104,true,2020-10-30 23:00:08.000,111.82801,27.50407,1.9,638.45,0.6,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753105,true,2020-11-04 23:00:11.000,111.82908,27.50421,189.2,638.45,0.2,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753106,true,2020-11-09 23:00:06.000,111.82813,27.50412,3.6,638.02,0.3,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753107,true,2020-11-14 23:00:07.000,106.76551,21.88643,2.5,322.7,1.5,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753108,true,2020-12-14 23:00:09.000,100.23352,14.45727,1.2,-27.12,0.8,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753109,true,2021-01-12 23:00:05.000,100.23354,14.45728,1.2,-36.71,2.2,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753110,true,2021-02-10 23:00:04.000,,,,,,"gps","Luscinia calliope","50009","50009","Siberian rubythroat tracking from Qinghai, China"
33444753111,true,2020-08-15 22:00:09.000,101.72736,37.0413,2.2,2616.06,1.1,"gps","Luscinia calliope","50010","50010","Siberian rubythroat tracking from Qinghai, China"
33444753112,true,2020-08-20 22:00:11.000,103.91401,35.09094,2.0,2308.09,4.5,"gps","Luscinia calliope","50010","50010","Siberian rubythroat tracking from Qinghai, China"
33444753113,true,2020-08-25 22:00:11.000,105.31232,33.74188,4.8,5398.5,1.3,"gps","Luscinia calliope","50010","50010","Siberian rubythroat tracking from Qinghai, China"
